order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state
53cdb2fc8bc7dce0b6741e2150273451,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,24/7/2018 20:41,26/7/2018 3:24,26/7/2018 14:31,7/8/2018 15:27,13/8/2018 0:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,30/7/2018 3:24,118.7,22.76,1,boleto,1,141.46,8d5266042046a06655c8db133d120ba5,4,Muito boa a loja,Muito bom o produto.,8/8/2018 0:00,8/8/2018 18:37,perfumaria,29,178,1,400,19,13,19,af07308b275d755c9edb36a90c618231,47813,barreiras,BA,31570,belo horizonte,SP
86674ccaee19790309333210917b2c7d,1b338293f35549b5e480b9a3d7bbf3cd,delivered,9/8/2018 11:37,9/8/2018 14:35,10/8/2018 14:34,14/8/2018 18:51,22/8/2018 0:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,13/8/2018 14:31,116.9,18.92,1,credit_card,5,135.82,ebd3c6f3c54ee7cbdecefd57d5d57d1e,5,super recomendo,estou satisfeito,15/8/2018 0:00,18/8/2018 16:12,perfumaria,29,178,1,400,19,13,19,8b8028d453a01986b48c4271cc341475,14500,ituverava,SP,31570,belo horizonte,SP
aee682982e18eb4714ce9f97b15af5e2,8858442ea4d5dc5bb9e118e8f728095d,delivered,9/7/2018 18:46,11/7/2018 3:45,11/7/2018 15:01,12/7/2018 18:14,18/7/2018 0:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,13/7/2018 3:45,118.7,9.34,1,boleto,1,128.04,7a48dff7ae9e5a6d9187517daa9d9908,5,Muito bom,"Gostei bastante mas,a fragrância e mais fraca",13/7/2018 0:00,17/7/2018 16:31,perfumaria,29,178,1,400,19,13,19,3edcab192482e9871c17b34cf98c3996,33820,ribeirao das neves,MG,31570,belo horizonte,SP
d543201a9b42a1402ff97e65b439a48b,971bf8f42a9f8cb3ead257854905b454,delivered,21/8/2018 10:00,21/8/2018 10:50,22/8/2018 15:21,28/8/2018 18:58,10/9/2018 0:00,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,23/8/2018 10:50,116.9,22.75,1,credit_card,2,279.3,8892abc02a527ef7535564ecfc0d0133,5,super recomendo,"entrega no prazo, amei",29/8/2018 0:00,11/9/2018 12:15,perfumaria,29,178,1,400,19,13,19,958ac7760e5484df1496ba5833ab6117,89117,gaspar,SC,31570,belo horizonte,SP
d543201a9b42a1402ff97e65b439a48b,971bf8f42a9f8cb3ead257854905b454,delivered,21/8/2018 10:00,21/8/2018 10:50,22/8/2018 15:21,28/8/2018 18:58,10/9/2018 0:00,2,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,23/8/2018 10:50,116.9,22.75,1,credit_card,2,279.3,8892abc02a527ef7535564ecfc0d0133,5,super recomendo,"entrega no prazo, amei",29/8/2018 0:00,11/9/2018 12:15,perfumaria,29,178,1,400,19,13,19,958ac7760e5484df1496ba5833ab6117,89117,gaspar,SC,31570,belo horizonte,SP
960f1dc42251b4fdfa41d260f5c8e3cf,8be8d722cdd8a15e382acd172a9ec9ee,delivered,24/7/2018 16:11,24/7/2018 16:44,26/7/2018 14:56,31/7/2018 21:59,13/8/2018 0:00,1,91ebe9416c3c012500b800bd56e5f836,79ebd9a61bac3eaf882805ed4ecfa12a,1/8/2018 16:31,99.9,15,1,credit_card,2,114.9,4cb57ffd701cb140866770c4cd9b2cbf,3,recomendo,Os quadrinhos são lindos...,1/8/2018 0:00,3/8/2018 16:41,moveis_decoracao,50,1466,10,700,35,2,25,106daf23761c4a8426c2cc28d75fb342,87207,cianorte,PR,85802,cascavel,PR
d8fd983079230409820f11f044e4fe4a,e35269e6b2b4ad71d56e93225fa58879,delivered,6/7/2018 10:56,6/7/2018 11:11,11/7/2018 13:43,24/7/2018 22:05,8/8/2018 0:00,1,a00d11a2119bd70d658fc7cdcf1f59d3,79ebd9a61bac3eaf882805ed4ecfa12a,16/7/2018 11:11,99.9,19.89,1,credit_card,2,119.79,941815ccf0b6b65247d2f8f0fd45790c,5,BOM,,25/7/2018 0:00,27/7/2018 0:45,moveis_decoracao,44,1460,9,650,35,2,25,9249fc250dc1a09935f88920456c2377,11950,cajati,SP,85802,cascavel,PR
9f0b93157ce9331253cad4298ce6af61,31d5d04d4657892a68bc9f5deff51709,delivered,27/5/2018 15:26,29/5/2018 3:31,5/6/2018 15:05,8/6/2018 15:43,5/7/2018 0:00,1,1fde7ac241af066577f1b1602435beaf,79ebd9a61bac3eaf882805ed4ecfa12a,6/6/2018 3:31,129.9,39.88,1,boleto,1,169.78,ee2198919fc8e34a16c6bc45cbab40c9,1,Quadro quebrado,"Infelizmente o meu quadro veio com a moldura quebrada, danificando a tela. Deu trabalho para concertar ",9/6/2018 0:00,14/6/2018 2:34,moveis_decoracao,56,1941,4,2450,105,3,70,3fd6764780fd9bcfb3c433fa5875b52d,4052,sao paulo,SP,85802,cascavel,PR
434b90dea540070a2a53a26185a29552,7d77d42024e7abf3cfc98638ca92c21e,delivered,8/7/2018 13:03,8/7/2018 13:15,9/7/2018 15:14,13/7/2018 20:28,6/8/2018 0:00,1,c99666957e5d14717bd1d5ba0fd33f53,79ebd9a61bac3eaf882805ed4ecfa12a,16/7/2018 13:15,134.9,47.24,1,credit_card,6,182.14,beb4176127609b78853793b5ef4a9e87,2,"Recomendo, porém...","O produto chegou no prazo, acordo com o que está na foto, porém o mapa não é completo, algumas partes não aparecem... não gostei.",14/7/2018 0:00,17/7/2018 0:26,moveis_decoracao,51,1492,3,2500,105,3,70,107f4a8b2a16c8956b93cea0208efb95,5007,sao paulo,SP,85802,cascavel,PR
5d9013fe5dce377c791a2c2fdb499f4b,46acd0958d406a5ef836023f8d1e5a00,delivered,9/7/2018 21:57,10/7/2018 4:25,17/7/2018 14:46,21/7/2018 0:24,8/8/2018 0:00,1,3e6b05aedc40a989d87c8518c6245fe1,79ebd9a61bac3eaf882805ed4ecfa12a,18/7/2018 4:25,179.9,24.06,1,boleto,1,203.96,4a4da2a77ac29d39ca662c8ccd8df95d,5,Excelente ,Como descrito na foto...muito lindo e veio muito rápido.,22/7/2018 0:00,24/7/2018 11:10,moveis_decoracao,58,1988,3,2250,65,8,45,afabe3fb40d2c780ff9d109ecf7fc2bb,17230,itapui,SP,85802,cascavel,PR
4d9d469ff1df648081f3e7648d24e82f,2844b9633da652adf5c696c4e1f9ad4c,delivered,5/6/2018 23:03,5/6/2018 23:15,8/6/2018 13:40,13/6/2018 19:28,19/7/2018 0:00,1,a2359ef18f03db4e53c75d8c15172cfd,79ebd9a61bac3eaf882805ed4ecfa12a,13/6/2018 23:15,129.9,37.21,1,credit_card,8,304.22,847131cb751790c08709eee5ad9a6b56,1,falta produto,"ENTREGARAM A TÁBUA E Ñ FOI ENTREGUE O QUADRO, LOGO QUERO UMA RESPOSTA TENDO EM VISTA QUE VIA EMAIL DISSERAM QUE FOI ENTREGUE JUNTO.",14/6/2018 0:00,15/6/2018 10:34,moveis_decoracao,58,1749,3,2500,105,3,70,ea3c07aab1b899dd4b1b0db6fb1729a2,25710,petropolis,RJ,85802,cascavel,PR
5f126df05a309c7dfe7ab136cb03ae08,5c74e38cb38fa7319244280d172667eb,delivered,20/7/2018 16:24,20/7/2018 16:35,27/7/2018 14:47,3/8/2018 13:31,17/8/2018 0:00,1,cc23781d58ff64842afc129409521776,79ebd9a61bac3eaf882805ed4ecfa12a,30/7/2018 16:35,129.9,40.1,1,credit_card,1,170,006c4a3214f327318cf1553162ae0820,2,Decepcionou um pouco,Se eu não fosse tão fanático pediria meu dinheiro de volta..Cores fracas e apagadas..a imagem ficou boa..mas as cores são fracas e apagadas...,4/8/2018 0:00,11/8/2018 18:53,moveis_decoracao,51,1750,3,2400,105,3,70,32e3357880db81aeae23bae1337c6e63,98975,campina das missoes,RS,85802,cascavel,PR
8ec29b681fd22a8225b16acff79330a0,7f6e9a3e00f0600dc1a8473fa31c23e3,delivered,18/7/2018 17:13,20/7/2018 4:50,24/7/2018 14:40,30/7/2018 16:04,14/8/2018 0:00,1,9ba7a2e6df6dbaa83fe78f9b4ea0b3fa,79ebd9a61bac3eaf882805ed4ecfa12a,30/7/2018 4:50,129.9,63.19,1,boleto,1,193.09,ce46ccd0da666eeace048eb9c4cab9e5,5,Boa Entrega.,Recomendo a loja.,27/7/2018 0:00,29/7/2018 20:12,moveis_decoracao,52,1878,3,2350,104,4,68,84f30d2fd3937449dc7e0c835c281961,70344,brasilia,DF,85802,cascavel,PR
a91c3d9045c21f1f101bfc28c30fbef6,5fffdb430f630b75465a5d5dfd37ab44,delivered,29/6/2018 18:01,29/6/2018 18:10,6/7/2018 11:00,13/7/2018 12:11,7/8/2018 0:00,1,12bc40cc267092a471dfd683058c8142,79ebd9a61bac3eaf882805ed4ecfa12a,6/7/2018 18:10,174.9,57.99,1,credit_card,4,232.89,3497a5fe95421bf1cbc1a9090372ba0f,5,Amei!,Muito lindo! Nota 10.,14/7/2018 0:00,16/7/2018 15:30,moveis_decoracao,56,1988,3,2550,65,8,45,d95c4b13476f7a25ed6b161fd23796b8,48520,canudos,BA,85802,cascavel,PR
ccc9547a7a8d9cced273a483d286f737,c7b0b905d25e2a24f93a9c23bd4e569d,delivered,5/6/2018 8:57,5/6/2018 9:11,8/6/2018 13:22,23/6/2018 0:18,18/7/2018 0:00,1,41b7b870b6097bb62f462bc0af141d0d,79ebd9a61bac3eaf882805ed4ecfa12a,13/6/2018 9:11,134.9,43.52,1,credit_card,1,178.42,4a24487f4d404a26d479637f4e52fcdb,5,"Muito bom o quadro, ","Gostei muito do produto, perfeito, bonito, preço otimo",24/6/2018 0:00,26/6/2018 12:35,moveis_decoracao,60,1492,3,2450,105,3,70,8b4195dc5c53143d0ca2a6001943bbf5,94198,gravatai,RS,85802,cascavel,PR
7d1541a6b298a1d3e07f889c595e69c3,609ced3f24911300f173a55c54790bc0,delivered,28/7/2018 13:10,28/7/2018 13:24,3/8/2018 14:29,11/8/2018 18:02,23/8/2018 0:00,1,2eba1f60a964be9175787f85c9e23d9e,79ebd9a61bac3eaf882805ed4ecfa12a,6/8/2018 13:24,129.9,40.1,1,credit_card,3,170,cd79341fb82ed2caccec747e4108764f,4,Recomendo a loja e o prod,MUito bom produto. Recomendo.,12/8/2018 0:00,12/8/2018 23:30,moveis_decoracao,55,1750,3,2200,105,3,70,39bc1c0c4d16cd94e738d3575914a10d,4836,sao paulo,SP,85802,cascavel,PR
c5e0f2a9ec5de62d967428daf383b830,a79a8e093822088c02267e7ae812b873,delivered,27/4/2018 17:27,27/4/2018 17:51,4/5/2018 14:07,15/5/2018 20:18,24/5/2018 0:00,1,404e1dcaff65deb2f65466f9bda53117,79ebd9a61bac3eaf882805ed4ecfa12a,4/5/2018 17:51,184.9,27.37,1,credit_card,4,212.27,278e87e5e754673e4d5a94954664be00,5,Precisei retirar ,"Sempre compro no site da lannister, mas essa vez, não sei por que, tive que retirar a encomenda nos Correios. Isso gerou um certo transtorno. Fora isso, tudo certo.",16/5/2018 0:00,17/5/2018 2:48,moveis_decoracao,55,1987,3,2550,65,8,45,ade678a3ad238ef15bfe67ddd19a7595,99660,campinas do sul,RS,85802,cascavel,PR
60b37209020e1a5a5857b1ceec4037de,90c5ced703f28718eef7ac75cb35e854,delivered,8/8/2018 11:22,9/8/2018 15:55,14/8/2018 14:10,17/8/2018 11:42,23/8/2018 0:00,1,5ea241885816f6957dfaa9a8592c6b37,79ebd9a61bac3eaf882805ed4ecfa12a,17/8/2018 15:55,129.9,47.21,1,credit_card,2,177.11,65730532a5583418ee721876062a6cda,5,Excelente ,"Quadro bonito e bem feito, otimo custo beneficio.",18/8/2018 0:00,18/8/2018 15:35,moveis_decoracao,48,1750,2,2550,105,3,70,058c974241ca9223249ab8ba9274478b,6764,taboao da serra,SP,85802,cascavel,PR
3290f39297b8a329b033a77a8ed856b2,ab93c4cff5dca2721ac4bfef3489d30c,delivered,5/6/2018 16:52,5/6/2018 17:15,7/6/2018 14:19,13/6/2018 20:44,11/7/2018 0:00,1,4c8b28305f570899b6ded964ddd234a9,ccf8813e5a7d6c84d865cd38bfc2b130,13/6/2018 17:15,120,14.2,1,credit_card,1,134.2,ae208170494d87f4dfdd16861cccf3e7,5,Lindo,O porta chaves é lindo e bem acabado. Super recomendo.,14/6/2018 0:00,15/6/2018 14:46,moveis_decoracao,51,767,4,550,34,6,23,edd353af7480071a81b841a8bef4ee7b,18707,avare,SP,12080,taubate,SP
6744ba320cc05c157f4ce99347a87e12,86107f26343c3cd328fb9e6cdaa7bf95,delivered,7/5/2018 21:53,8/5/2018 4:32,9/5/2018 15:55,11/5/2018 19:07,16/5/2018 0:00,1,1ec486885049bbb9b79351d150ed18c4,cab85505710c7cb9b720bceb52b01cee,11/5/2018 4:31,49.9,7.39,1,boleto,1,57.29,37c4111848e2210d47f4c7caddaaf8c5,4,Ótimos produtos...😍👍,Produtos de qualidades ta aprovado...,12/5/2018 0:00,12/5/2018 22:43,fashion_bolsas_e_acessorios,36,412,5,100,16,5,20,399a2a06a7ddefb3b09460ba6a1bcf12,13188,hortolandia,SP,2252,sao paulo,SP
2ab55ce9d54cd19626cf1540d2e6cadb,dede148f17af49188c0b9b70e3fa7f69,delivered,14/5/2018 20:24,14/5/2018 20:37,17/5/2018 14:46,18/5/2018 21:03,23/5/2018 0:00,1,1ec486885049bbb9b79351d150ed18c4,cab85505710c7cb9b720bceb52b01cee,17/5/2018 20:37,49.9,7.39,1,credit_card,1,57.29,16b2d15604cf414f463ac1558d48423f,5,Excelente ,Produto ótimo só que a parte de colocar a CNH tinha que ser maior um pouquinho pra que seja colocada com o plástico que vem acompanhado nela tirando isso daí o resto tudo ok e obrigada! ,19/5/2018 0:00,20/5/2018 23:34,fashion_bolsas_e_acessorios,36,412,5,100,16,5,20,ae464baddae45d845430d35a6793582f,9061,santo andre,SP,2252,sao paulo,SP
308cbbff78b182dfef86b37c94f10205,faeff8520c09a95d7422d018c2029bc7,delivered,3/6/2018 10:40,3/6/2018 10:50,4/6/2018 15:12,5/6/2018 18:03,28/6/2018 0:00,1,1ec486885049bbb9b79351d150ed18c4,cab85505710c7cb9b720bceb52b01cee,11/6/2018 10:50,49.9,7.39,1,credit_card,1,57.29,014cbc0b0bbc93ade6cdc4f99eac979e,3,Satisfeito,"Compro e sempre comprarei com
Vcs d lannister.com",6/6/2018 0:00,9/6/2018 1:41,fashion_bolsas_e_acessorios,36,412,5,100,16,5,20,5941ba7f91b519d195e16e34fcf61bac,9990,diadema,SP,2252,sao paulo,SP
