Order_ID,InvoiceDate,customer_id,product_id,product_category,UnitPrice,product_qty,payment_type,customer_state,status,review_score
e481f51cbdc54678b7cc49136f2d6af7,18/10/2017 0:00,7c396fd4830fd04220f754e42b4e5bff,87285b34884572647811a353c7ac498a,housewares,18.12,4,credit_card,SP,delivered,Y
53cdb2fc8bc7dce0b6741e2150273451,18/10/2017 0:00,7c396fd4830fd04220f754e42b4e5bff,87285b34884572647811a353c7ac498a,housewares,2,4,voucher,SP,delivered,N
47770eb9100c2d0c44946d9cf07ec65d,18/10/2017 0:00,7c396fd4830fd04220f754e42b4e5bff,87285b34884572647811a353c7ac498a,housewares,18.59,4,voucher,SP,delivered,Y
949d5b44dbf5de918fe9c16f97b45f8a,4/9/2018 0:00,3a653a41f6f9fc3d2a113cf8398680e8,aa4383b373c6aca5d8797843e5594415,auto,179.12,1,credit_card,GO,delivered,Y
ad21c59c0840e6cb83a9ceb5573f8159,15/12/2017 0:00,7c142cf63193a1473d2e66489a9ae977,d0b61bfb1de832b15ba9d266ca96e5b0,pet_shop,72.2,3,credit_card,RN,shipped,N
a4591c265e18cb1dcee52889e2d8acc3,26/2/2018 0:00,72632f0f9dd73dfee390c9b22eb56dd6,65266b2da20d04dbe00c5c2d3bb7859e,stationery,28.62,4,credit_card,SP,delivered,Y
136cce7faa42fdb2cefd53fdc79a6098,1/8/2017 0:00,80bb27c7c16e8f973207a5086ab329e2,060cb19345d90064d1015407193c233d,auto,175.26,1,credit_card,PR,delivered,N
6514b8ad8028c9f2cc2374ded245783f,7/6/2017 0:00,932afa1e708222e5821dac9cd5db4cae,4520766ec412348b8d4caa5e8a18c464,auto,75.16,1,credit_card,RJ,delivered,N
76c6e866289321a7c93b82b54852dc33,6/3/2017 0:00,39382392765b6dc74812866ee5ee92a7,ac1789e492dcd698c5c10b97a671243a,furniture_decor,35.95,2,boleto,RS,delivered,Y
e69bfb5eb88e0ed6a785585b27e16dbf,23/8/2017 0:00,299905e3934e9e181bfb2e164dd4b4f8,9a78fb9862b10749a117f7fc3c31f051,office_furniture,161.42,1,voucher,SP,delivered,Y
e6ce16cb79ec1d90b1da9085a6118aeb,23/8/2017 0:00,299905e3934e9e181bfb2e164dd4b4f8,9a78fb9862b10749a117f7fc3c31f051,office_furniture,8.34,1,credit_card,SP,delivered,Y
34513ce0c4fab462a55830c0989c7edb,7/6/2017 0:00,f2a85dec752b8517b5e58a06ff3cd937,08574b074924071f4e201e151b152b4e,garden_tools,259.06,1,credit_card,RJ,delivered,Y
82566a660a982b15fb86e904c8d32918,7/6/2017 0:00,f2a85dec752b8517b5e58a06ff3cd937,08574b074924071f4e201e151b152b4e,garden_tools,259.06,1,credit_card,RJ,delivered,Y
5ff96c15d0b717ac6ad1f3d77225a350,8/8/2017 0:00,782987b81c92239d922aa49d6bd4200b,f7e0fa615b386bc9a8b9eb52bc1fff76,computers_accessories,114.13,1,credit_card,SP,delivered,Y
432aaf21d85167c2c86ec9448c4e42cc,18/7/2018 0:00,e97109680b052ee858d93a539597bba7,72a97c271b2e429974398f46b93ae530,perfumery,50.13,1,boleto,MG,delivered,Y
dcb36b511fcac050b97cd5c05de84dc3,8/8/2018 0:00,e2dfa3127fedbbca9707b36304996dab,10adb53d8faa890ca7c2f0cbcb68d777,bed_bath_table,32.7,1,credit_card,SP,delivered,N
403b97836b0c04a622354cf531062e5f,4/7/2018 0:00,ccafc1c3f270410521c3c6f3b249870f,009c09f439988bc06a93d6b8186dce73,perfumery,146.45,3,credit_card,GO,delivered,Y
116f0b09343b49556bbad5f35bee0cdf,29/1/2018 0:00,6087cfc70fd833cf2db637a5e6e9d76b,a47295965bd091207681b541b26e40a5,telephony,43.09,6,credit_card,SC,delivered,Y
85ce859fd6dc634de8d2f1e290444043,11/12/2017 0:00,d0ff1a7468fcc46b8fc658ab35d2a12c,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,29.75,1,credit_card,SP,delivered,Y
83018ec114eee8641c97e08f7b4e926f,23/11/2017 0:00,634f09f6075fe9032e6c19609ffe995a,c35498fbb4358837ae16850f50c3fd22,telephony,62.15,1,voucher,BA,delivered,Y
203096f03d82e0dffbc41ebc2e2bcfb7,23/11/2017 0:00,634f09f6075fe9032e6c19609ffe995a,c35498fbb4358837ae16850f50c3fd22,telephony,24.86,1,voucher,BA,delivered,Y
f848643eec1d69395095eb3840d2051e,23/11/2017 0:00,634f09f6075fe9032e6c19609ffe995a,c35498fbb4358837ae16850f50c3fd22,telephony,5.96,1,credit_card,BA,delivered,N
2807d0e504d6d4894d41672727bc139f,28/9/2017 0:00,d699688533772c15a061e8ce81cb56df,5ac9d9e379c606e36a8094a6046f75dc,health_beauty,118.86,6,boleto,SP,delivered,N
95266dbfb7e20354baba07964dac78d5,29/3/2018 0:00,68954feaafe4dd638f3bd3e2afa174ec,2b4609f8948be18874494203496bc318,health_beauty,88.9,3,credit_card,SP,delivered,N
f3e7c359154d965827355f39d6b1fdac,21/2/2018 0:00,b8df986511d928829c3192c2ed081eba,6893767814d1ac82a81bcd365e1cc918,electronics,17.28,1,credit_card,SP,delivered,Y
fbf9ac61453ac646ce8ad9783d7d0af6,21/2/2018 0:00,451e48381edab7f1f6dbfa6d728616ff,bb7181410b4e02f93f3697f765db53c7,baby,187.57,1,credit_card,SC,delivered,N
acce194856392f074dbf9dada14d8d82,17/8/2018 0:00,9c9242ad7f1b52d926ea76778e1c0c57,e99d69efe684efaa643f99805f7c81bc,stationery,104.11,1,boleto,SP,delivered,N
dd78f560c270f1909639c11b925620ea,12/3/2018 0:00,a25d5f94840d3c6a1a49f271ed83f4ec,7b717060aa783eb7f23a747a3a733dd7,cool_stuff,125.43,2,boleto,RJ,delivered,N
91b2a010e1e45e6ba3d133fa997597be,18/7/2018 0:00,576ea0cab426cd8a00fad9a9c90a4494,9451e630d725c4bb7a5a206b48b99486,baby,227.68,1,credit_card,BA,delivered,N
ecab90c9933c58908d3d6add7c6f5ae3,18/7/2018 0:00,576ea0cab426cd8a00fad9a9c90a4494,d70f38e7f79c630f8ea00c993897042c,baby,227.68,1,credit_card,BA,delivered,Y
f70a0aff17df5a6cdd9a7196128bd354,28/3/2018 0:00,f4a7ef6bd931f83d75d83b71c94e90df,00baba5b58e274d0332a0c8a0a66f877,perfumery,60.69,4,credit_card,SP,delivered,N
1790eea0b567cf50911c057cf20f90f9,23/5/2018 0:00,bd13608b9c6033892ce62269b50a0afc,ba74c6b75d2ad7503175809688d5a03c,watches_gifts,192.68,2,credit_card,SP,delivered,N
989225ba6d0ebd5873335f7e01de2ae7,13/4/2018 0:00,1428917cd397d4f9ac0fde76dd6f2266,c0db539123a403f670c50237d970b215,garden_tools,63.34,2,credit_card,RR,delivered,N
d887b52c6516beb39e8cd44a5f8b60f7,23/8/2017 0:00,1974875b4a1d2e2ee6d586e3ba4d7602,cafd558df4c3c9d1c338ba6930ea9a62,baby,313.19,1,boleto,SP,delivered,N
b276e4f8c0fb86bd82fce576f21713e0,15/5/2018 0:00,a6fefcd9f434474cf6fcd8ed1102fd63,2d8f2be4f08788ee3bf5356af2b2ee6c,air_conditioning,224.9,4,credit_card,PE,delivered,Y
8563039e855156e48fccee4d611a3196,8/1/2018 0:00,37363700139c1aef873bbcd916e57dfd,6b64362e89896be7589621df54be089e,furniture_decor,63.1,2,credit_card,SP,delivered,Y
60550084e6b4c0cb89a87df1f3e5ebd9,7/3/2018 0:00,a2649503b92028291f011a976619b322,39a9942865c056ed2006a5e8c11d9537,toys,100.25,5,credit_card,RJ,delivered,Y
5acce57f8d9dfd55fa48e212a641a69d,6/8/2018 0:00,6cbe8a392b76916e84c2faf69d0d0da0,c6c1f263e076bd9c1f1640250a5d0c29,perfumery,188.41,1,credit_card,SP,delivered,Y
434d158e96bdd6972ad6e6d73ddcfd22,20/3/2018 0:00,92fd8aa5948e20c43a014c44c025c5e1,bff2010b28e8fbcff5a9db9d3fea5ac4,garden_tools,106.95,6,credit_card,TO,delivered,N
7206b86ea789983f7a273ea7fa0bc2a8,29/3/2018 0:00,661a5e18a28b34880ccc60112f2b8e8e,9b37a918bcf2c8e1064e867cf1df4637,electronics,66.79,6,boleto,CE,delivered,N
1e7aff52cdbb2451ace09d0f848c3699,22/8/2017 0:00,f1f4f45c8602d0db1329eed1c8e935d4,0cd9f302c8a5b076ffa5c3567c6705fd,computers_accessories,43,2,boleto,SP,delivered,Y
6ea2f835b4556291ffdc53fa0b3b95e8,17/7/2018 0:00,5f7d7732b351ce851a158528581af05f,c7df652246ed7b3300aaf46960c141e4,health_beauty,508.17,1,boleto,PE,delivered,Y
948097deef559c742e7ce321e5e58919,12/4/2018 0:00,1b542f810484d8c042aed33a7c61a218,9a469eaf45dfbc43d39ba1977a3c07af,bed_bath_table,49.69,1,credit_card,SP,delivered,Y
d22e9fa5731b9e30e8b27afcdc2f8563,12/6/2017 0:00,c796780c7daeab9e94cc052b1f103b21,8c591ab0ca519558779df02023177f44,garden_tools,154.19,1,credit_card,RJ,delivered,N
ee64d42b8cf066f35eac1cf57de1aa85,21/12/2017 0:00,3e4fd73f1e86b135b9b121d6abbe9597,be021417a6acb56b9b50d3fd2714baa8,housewares,356.12,6,credit_card,SP,processing,N
6ebaec694d7025e2ad4a05dba887c032,1/9/2017 0:00,4ca5f90433afb5493247f0bafb583483,cd935d283d47f1050c505e1c39c48b67,sports_leisure,95.67,5,credit_card,DF,delivered,N
d17dc4a904426827ca80f2ccb3a6be56,13/9/2018 0:00,394b2ce444baae9ae609f5d32000de0f,f410090aec61f7c73748ca894286edcd,stationery,121.62,3,debit_card,BA,delivered,N
25f4376934e13d3508486352e11a5db0,9/6/2017 0:00,4acce2834231e13b1514915adda5ec2b,e251ebd2858be1aa7d9b2087a6992580,garden_tools,153.72,4,credit_card,RJ,delivered,N
5820a1100976432c7968a52da59e9364,12/6/2017 0:00,c2551ea089b7ebbc67a2ea8757152514,ba4bfbf74dbe7ab37e263b9326da0523,sports_leisure,54.82,1,credit_card,BA,delivered,N
2ce1ad82022c1ba30c2079502ac725aa,25/5/2018 0:00,372e0fc66eacb8698e4f9997d366d961,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,82.33,6,credit_card,SP,delivered,Y
138849fd84dff2fb4ca70a0a34c4aa1c,13/8/2018 0:00,cc1a30280651daf2d918ed7868575771,1deda1acffb44ed38494667d7e49a9f3,sports_leisure,52.24,2,credit_card,RS,delivered,N
47aa4816b27ba60ec948cd019cc1afc1,31/8/2017 0:00,12e7a2c201751ddc979e7a45cef500f3,f35927953ed82e19d06ad3aac2f06353,books_general_interest,130.56,1,boleto,SP,delivered,Y
9faeb9b2746b9d7526aef5acb08e2aa0,23/2/2018 0:00,b2cac0b16835dabf811b204127f58afa,304fad8dc4d2012dc4062839972f2d96,construction_tools_construction,52.84,2,boleto,SP,delivered,Y
641fb0752bf5b5940c376b3a8bb9dc52,20/7/2018 0:00,db979bdfe0bbba29ecd3df3f6c50bea2,1501b0033c68a37fa9560033a440e529,small_appliances,71.91,6,boleto,PR,delivered,Y
e425680f760cbc130be3e53a9773c584,16/8/2018 0:00,c77154776ead8e798c2d684205938f71,f48eb5c2fde13ca63664f0bb05f55346,sports_leisure,151.04,2,credit_card,RS,delivered,N
