order_purchase_timestamp,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,payment_sequential,payment_type,payment_installments,payment_value,customer_unique_id,zipCode_prefix_cust,customer_city,customer_state,product_id,seller_id,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,zipCode_prefix_seller,seller_state,product_category_name
2/10/2017 10:56,4/10/2017 19:55,10/10/2017 21:25,18/10/2017 0:00,4,1,credit_card,1,18.12,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,6/10/2017 11:07,29.99,8.72,40,268,4,9350,SP,housewares
2/10/2017 10:56,4/10/2017 19:55,10/10/2017 21:25,18/10/2017 0:00,4,3,voucher,1,2,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,6/10/2017 11:07,29.99,8.72,40,268,4,9350,SP,housewares
2/10/2017 10:56,4/10/2017 19:55,10/10/2017 21:25,18/10/2017 0:00,4,2,voucher,1,18.59,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,6/10/2017 11:07,29.99,8.72,40,268,4,9350,SP,housewares
8/8/2018 8:38,8/8/2018 13:50,17/8/2018 18:06,4/9/2018 0:00,5,1,credit_card,3,179.12,3a653a41f6f9fc3d2a113cf8398680e8,75265,vianopolis,GO,aa4383b373c6aca5d8797843e5594415,4869f7a5dfa277a7dca6462dcf3b52b2,13/8/2018 8:55,159.9,19.22,46,232,1,14840,SP,auto
18/11/2017 19:28,22/11/2017 13:39,2/12/2017 0:28,15/12/2017 0:00,5,1,credit_card,1,72.2,7c142cf63193a1473d2e66489a9ae977,59296,sao goncalo do amarante,RN,d0b61bfb1de832b15ba9d266ca96e5b0,66922902710d126a0e7d26b0e3805106,23/11/2017 19:45,45,27.2,59,468,3,31842,MG,pet_shop
13/2/2018 21:18,14/2/2018 19:46,16/2/2018 18:17,26/2/2018 0:00,5,1,credit_card,1,28.62,72632f0f9dd73dfee390c9b22eb56dd6,9195,santo andre,SP,65266b2da20d04dbe00c5c2d3bb7859e,2c9e548be18521d1c43cde1c582c6de8,19/2/2018 20:31,19.9,8.72,38,316,4,8752,SP,stationery
9/7/2017 21:57,11/7/2017 14:58,26/7/2017 10:57,1/8/2017 0:00,4,1,credit_card,6,175.26,80bb27c7c16e8f973207a5086ab329e2,86320,congonhinhas,PR,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,13/7/2017 22:10,147.9,27.36,49,608,1,7112,SP,auto
16/5/2017 13:10,22/5/2017 10:07,26/5/2017 12:55,7/6/2017 0:00,5,1,credit_card,3,75.16,932afa1e708222e5821dac9cd5db4cae,26525,nilopolis,RJ,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,22/5/2017 13:22,59.99,15.17,59,956,1,12940,SP,auto
23/1/2017 18:29,26/1/2017 14:16,2/2/2017 14:08,6/3/2017 0:00,1,1,boleto,1,35.95,39382392765b6dc74812866ee5ee92a7,99655,faxinalzinho,RS,ac1789e492dcd698c5c10b97a671243a,63b9ae557efed31d1f7687917d248a8d,27/1/2017 18:29,19.9,16.05,41,432,2,13720,SP,furniture_decor
29/7/2017 11:55,10/8/2017 19:45,16/8/2017 17:14,23/8/2017 0:00,5,2,voucher,1,161.42,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,11/8/2017 12:05,149.99,19.77,45,527,1,8577,SP,office_furniture
29/7/2017 11:55,10/8/2017 19:45,16/8/2017 17:14,23/8/2017 0:00,5,1,credit_card,1,8.34,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,11/8/2017 12:05,149.99,19.77,45,527,1,8577,SP,office_furniture
16/5/2017 19:41,18/5/2017 11:40,29/5/2017 11:18,7/6/2017 0:00,1,1,credit_card,1,259.06,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,22/5/2017 19:50,99,30.53,36,450,1,29156,ES,garden_tools
16/5/2017 19:41,18/5/2017 11:40,29/5/2017 11:18,7/6/2017 0:00,1,1,credit_card,1,259.06,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,22/5/2017 19:50,99,30.53,36,450,1,29156,ES,garden_tools
13/7/2017 19:58,14/7/2017 18:43,19/7/2017 14:04,8/8/2017 0:00,4,1,credit_card,1,114.13,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP,f7e0fa615b386bc9a8b9eb52bc1fff76,87142160b41353c4e5fca2360caf6f92,19/7/2017 20:10,98,16.13,59,2574,1,90230,RS,computers_accessories
7/6/2018 10:06,11/6/2018 13:29,19/6/2018 12:05,18/7/2018 0:00,5,1,boleto,1,50.13,e97109680b052ee858d93a539597bba7,35400,ouro preto,MG,72a97c271b2e429974398f46b93ae530,094ced053e257ae8cae57205592d6712,18/6/2018 3:13,31.9,18.23,59,685,1,14095,SP,perfumery
25/7/2018 17:44,26/7/2018 13:16,30/7/2018 15:52,8/8/2018 0:00,5,1,credit_card,3,32.7,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,27/7/2018 17:55,19.9,12.8,52,155,1,14940,SP,bed_bath_table
7/6/2018 19:03,11/6/2018 14:54,21/6/2018 15:34,4/7/2018 0:00,5,1,credit_card,10,146.45,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,18/6/2018 18:59,132.4,14.05,39,991,3,71931,DF,perfumery
26/12/2017 23:41,28/12/2017 18:33,8/1/2018 22:36,29/1/2018 0:00,5,1,credit_card,4,43.09,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,2/1/2018 23:50,27.99,15.1,60,818,6,4160,SP,telephony
21/11/2017 0:03,23/11/2017 21:32,27/11/2017 18:28,11/12/2017 0:00,5,1,credit_card,1,29.75,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,cce679660c66e6fbd5c8091dfd29e9cd,d2374cbcbb3ca4ab1086534108cc3ab7,29/11/2017 0:14,17.9,11.85,43,125,1,14940,SP,bed_bath_table
26/10/2017 15:54,26/10/2017 21:46,8/11/2017 22:22,23/11/2017 0:00,4,2,voucher,1,62.15,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,1/11/2017 16:07,76,16.97,59,973,1,12327,SP,telephony
26/10/2017 15:54,26/10/2017 21:46,8/11/2017 22:22,23/11/2017 0:00,4,3,voucher,1,24.86,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,1/11/2017 16:07,76,16.97,59,973,1,12327,SP,telephony
26/10/2017 15:54,26/10/2017 21:46,8/11/2017 22:22,23/11/2017 0:00,4,1,credit_card,1,5.96,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,1/11/2017 16:07,76,16.97,59,973,1,12327,SP,telephony
18/9/2017 14:31,6/10/2017 17:50,9/10/2017 22:23,28/9/2017 0:00,2,1,boleto,1,118.86,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,25/9/2017 4:04,109.9,8.96,46,2345,6,4438,SP,health_beauty
15/3/2018 8:52,15/3/2018 19:52,19/3/2018 18:08,29/3/2018 0:00,5,1,credit_card,4,88.9,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,23/3/2018 9:09,79.99,8.91,59,492,3,9015,SP,health_beauty
3/2/2018 20:37,5/2/2018 22:37,8/2/2018 16:13,21/2/2018 0:00,3,1,credit_card,1,17.28,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,8/2/2018 20:50,9.5,7.78,26,511,1,1212,SP,electronics
8/1/2018 7:55,24/1/2018 23:16,26/1/2018 17:32,21/2/2018 0:00,4,1,credit_card,3,187.57,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,26/1/2018 8:07,129.99,57.58,36,1058,1,13257,SP,baby
9/8/2018 11:44,10/8/2018 12:29,13/8/2018 18:24,17/8/2018 0:00,5,1,boleto,1,104.11,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,14/8/2018 3:24,89.9,14.21,56,115,1,14910,SP,stationery
20/2/2018 23:46,26/2/2018 22:25,21/3/2018 22:03,12/3/2018 0:00,2,1,boleto,1,125.43,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,28/2/2018 2:30,109.9,15.53,46,595,2,9220,SP,cool_stuff
4/6/2018 0:00,5/6/2018 13:24,16/6/2018 15:20,18/7/2018 0:00,1,1,credit_card,10,227.68,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,9451e630d725c4bb7a5a206b48b99486,d673a59aac7a70d8b01e6902bf090a11,13/6/2018 0:35,39.5,48.64,52,300,1,14940,SP,baby
4/6/2018 0:00,5/6/2018 13:24,16/6/2018 15:20,18/7/2018 0:00,1,1,credit_card,10,227.68,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,13/6/2018 0:35,90.9,48.64,53,233,1,14910,SP,baby
12/3/2018 1:50,12/3/2018 21:06,21/3/2018 14:41,28/3/2018 0:00,5,1,credit_card,2,60.69,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,16/3/2018 2:30,47.9,12.79,27,406,4,13730,SP,perfumery
2/5/2018 11:45,10/5/2018 16:16,16/5/2018 20:56,23/5/2018 0:00,4,1,credit_card,8,192.68,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,9/5/2018 12:55,178.99,13.69,59,1088,2,14050,SP,watches_gifts
25/2/2018 13:50,26/2/2018 22:28,27/3/2018 23:29,13/4/2018 0:00,4,1,credit_card,3,63.34,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,1/3/2018 14:28,30.1,33.24,56,1313,2,81350,PR,garden_tools
10/8/2017 11:58,17/8/2017 15:35,18/8/2017 14:28,23/8/2017 0:00,2,1,boleto,1,313.19,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,17/8/2017 2:45,279,34.19,45,1009,1,13450,SP,baby
16/4/2018 21:15,18/4/2018 13:05,5/5/2018 12:28,15/5/2018 0:00,1,1,credit_card,4,224.9,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,22/4/2018 22:10,186.9,38,52,331,4,11704,SP,air_conditioning
12/12/2017 13:56,16/12/2017 0:18,3/1/2018 18:03,8/1/2018 0:00,4,1,credit_card,1,63.1,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP,6b64362e89896be7589621df54be089e,77530e9772f57a62c906e1c21538ab82,20/12/2017 13:54,49,14.1,57,2435,2,80310,PR,furniture_decor
3/2/2018 12:38,5/2/2018 21:26,22/2/2018 0:07,7/3/2018 0:00,5,1,credit_card,1,100.25,a2649503b92028291f011a976619b322,26572,mesquita,RJ,39a9942865c056ed2006a5e8c11d9537,ba5daa4041e1f15cdf34b76e3e18a450,8/2/2018 12:50,84.9,15.35,47,556,5,4363,SP,toys
29/7/2018 23:34,30/7/2018 14:43,31/7/2018 22:48,6/8/2018 0:00,5,1,credit_card,2,188.41,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,c6c1f263e076bd9c1f1640250a5d0c29,fe2032dab1a61af8794248c8196565c9,2/8/2018 23:45,179,9.41,32,102,1,13030,SP,perfumery
17/2/2018 15:59,20/2/2018 23:03,20/3/2018 0:59,20/3/2018 0:00,5,1,credit_card,4,106.95,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO,bff2010b28e8fbcff5a9db9d3fea5ac4,955fee9216a65b617aa5c0531780ce60,22/2/2018 15:15,78,28.95,58,769,6,4782,SP,garden_tools
21/2/2018 18:15,27/2/2018 18:52,13/3/2018 23:58,29/3/2018 0:00,4,1,boleto,1,66.79,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,1/3/2018 2:10,39.9,26.89,57,1710,6,4273,SP,electronics
31/7/2017 21:37,3/8/2017 18:32,8/8/2017 21:24,22/8/2017 0:00,5,1,boleto,1,43,f1f4f45c8602d0db1329eed1c8e935d4,19780,quata,SP,0cd9f302c8a5b076ffa5c3567c6705fd,85d9eb9ddc5d00ca9336a2219c97bb13,8/8/2017 2:56,27.9,15.1,22,716,2,31255,MG,computers_accessories
1/6/2018 12:23,8/6/2018 11:49,18/6/2018 21:32,17/7/2018 0:00,5,1,boleto,1,508.17,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE,c7df652246ed7b3300aaf46960c141e4,a5cba26a62b8b4d0145b68b841e62e7f,13/6/2018 3:35,445,63.17,28,1455,1,87303,PR,health_beauty
26/3/2018 17:12,28/3/2018 17:22,5/4/2018 22:11,12/4/2018 0:00,3,1,credit_card,4,49.69,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP,9a469eaf45dfbc43d39ba1977a3c07af,d2374cbcbb3ca4ab1086534108cc3ab7,30/3/2018 17:27,36.9,12.79,44,192,1,14940,SP,bed_bath_table
19/5/2017 18:53,22/5/2017 10:16,31/5/2017 13:58,12/6/2017 0:00,5,1,credit_card,4,154.19,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,25/5/2017 19:05,119.99,34.2,47,1893,1,37175,MG,garden_tools
24/11/2017 21:27,13/12/2017 21:14,28/12/2017 18:59,21/12/2017 0:00,1,1,credit_card,10,356.12,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP,be021417a6acb56b9b50d3fd2714baa8,f5f46307a4d15880ca14fab4ad9dfc9b,30/11/2017 0:21,339,17.12,48,664,6,89165,SC,housewares
4/8/2017 17:10,7/8/2017 17:52,12/8/2017 14:08,1/9/2017 0:00,5,1,credit_card,9,95.67,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF,cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,10/8/2017 17:25,69.9,25.77,32,658,5,89204,SC,sports_leisure
4/8/2018 23:25,6/8/2018 15:03,13/8/2018 23:34,13/9/2018 0:00,4,1,debit_card,1,121.62,394b2ce444baae9ae609f5d32000de0f,47850,luis eduardo magalhaes,BA,f410090aec61f7c73748ca894286edcd,980640c45d7a4635885491d077167e4d,7/8/2018 23:35,99,22.62,60,1847,3,13501,SP,stationery
18/5/2017 13:55,19/5/2017 12:01,29/5/2017 12:47,9/6/2017 0:00,1,1,credit_card,7,153.72,4acce2834231e13b1514915adda5ec2b,21910,rio de janeiro,RJ,e251ebd2858be1aa7d9b2087a6992580,001cca7ae9ae17fb1caed9dfb1094831,24/5/2017 14:05,139,14.72,34,511,4,29156,ES,garden_tools
